NOMBRE,CATEGORIA_TIPOLOGIA,DOMICILIO,LATITUD,LONGITUD
LABORATORIO DE ANALISIS CLINICOS ARTAZA AVILA,Laboratorio de Análisis Clínicos,calle Lamadrid 1080,-27.4318153,-65.6172374
CENTRO DE SALUD MESON DE FIERRO,Sin atención médica en forma periódica (menor a 3 veces por semana),ZONA RURAL-MESON DE FIERRO,-27.4314,-61.016219999999976
TRASLADOS PROGRAMADOS,Sistema de Atención extra hospitalaria,calle San Martin s/n B° 12 de Octubre,-27.431005,-65.61493200000001
LA FABIANA RESIDENCIAL PARA ADULTOS MAYORES S.A.,Bajo riesgo con internación simple,ESTANISLAO LOPEZ 1348,-27.43034,-58.94013000000001
FUNDACION  RETO A LA VIDA  (ONG PERSONERIA JURIDICA N° 13916),Bajo riesgo con internación simple,"Barrio Las Tacuaritas,   Lote 40,   Ruta 12",-27.43028973886258,-55.8929443359375
CENTRO DE REHABILITACION INTEGRAL,Con atención médica diaria y con especialidades y/o otras profesiones,Pasaje Velez Sarsfield 378,-27.4302737,-65.61172540000001
LABORATORIO DE ANALISIS CLINICOS NIVEL II,Laboratorio de Análisis Clínicos,Alberdi 630,-27.4301273,-65.6135104
CRECER- CENTRO DE DIA (DISCAPACITADOS),Centro de día,RUTA NICOLAS AVELLANEDA KM 12.1,-27.429223200920312,-58.942251205444336
ESTABLECIMIENTO SANITARIO PERIFERICO ENFERMERIA PAPACHACRA,Sin atención médica en forma periódica (menor a 3 veces por semana),RUTA PROVINCIAL Nº 137,-27.429070837516008,-67.0001220703125
C.A.P.S. Nº 25 BARRIO SUR ARGENTINO,Con atención médica diaria y con especialidades y/o otras profesiones,Península de Valdés y Estrecho de Magallanes - Barrio Sur Argentino,-27.42868,-55.93185
UNIDAD PENAL N° 6,Sistema de Atención extra hospitalaria,Cabo de Hornos s/n,-27.428309017340197,-55.898780822753906
INSTITUTO SOL (CENTRO DE DIA),Centro de día,CONCEPCION DEL BERMEJO 4845,-27.4281921,-58.97937860000002
UNIDAD PENAL N° 4 - MENORES VARONES,Sistema de Atención extra hospitalaria,"Cabo de Hornos s/n - Posadas, Misiones",-27.428156652674208,-55.89963912963867
INSTITUTO SOL (CENTRO EDUCATIVO TERAPEUTICO),Centro educativo terapéutico,CONCEPCION DEL BERMEJO 4845,-27.4277331,-58.97928479999996
SANATORIO SAN MIGUEL S.R.L.,Bajo riesgo con internación simple,PUERTO ARGENTINO 2026,-27.4276453,-55.882901000000004
C.A.P.S.- MIGUEL LANUS (MUNICIPAL),Con atención médica diaria y con especialidades y/o otras profesiones,Capitán Giachino y Océano Atlántico,-27.42751,-55.874660000000006
LABORATORIO DE ANALISIS CLINICOS Y BACTERIOLOGICOS BIOTEC,Laboratorio de Análisis Clínicos,Avenida Sarmiento 602,-27.4272529,-65.6142041
CENTRO DE SALUD VILLA GHIO DR. ALVAREZ LOTERO,Con atención médica diaria y con especialidades y/o otras profesiones,PASAJE RIVADAVIA Y CALLE 18,-27.42705200255716,-59.00782585144043
C.A.P.S. Nº 1 GENERAL ALVEAR,Con atención médica diaria y con especialidades y/o otras profesiones,Lote 170 Sección V,-27.426543716947844,-55.16925752162933
CENTRO DE SALUD BARRIO TOBA,Con atención médica diaria y con especialidades y/o otras profesiones,PASAJE  CRUZ ROJA 111,-27.426118755052237,-59.006924629211426
CENTRO EDUCATIVO TERAPEUTICO-CRECER CON TODOS SRL,Otros,RUTA 11 KM 1007,-27.425414052729572,-59.00482177734375
CONSULTORIOS ALVEAR (BOGADO),Con atención médica diaria y con especialidades y/o otras profesiones,AVENIDA ALVEAR 3995,-27.4250901,-59.03059129999997
CASAGRANDE FONTANA- CENTRO EDUCATIVO TERAPEUTICO,Centro educativo terapéutico,SARMIENTO Y ESQUINA DIAGONAL CHUBUT- VILLA ALLIN,-27.42476648446764,-59.01778221130371
HOSPITAL INMACULADA CONCEPCION ( SAN MARTIN ESQUINA BELGRANO),Bajo riesgo con internación simple,SAN MARTIN ESQUINA BELGRANO,-27.42472703,-57.337297629999966
CENTRO DE SALUD RIO ARAZA PUERTO VICENTINI,Con atención médica diaria y con especialidades y/o otras profesiones,AVENIDA ALVEAR 4000,-27.4245794,-59.030757300000005
CLINICA PSIQUIATRICA SAN GABRIEL,Bajo riesgo con internación simple,Ruta Nicolás Avellaneda Km 12.1,-27.42433,-58.951329999999984
C.A.P.S. MARTIRES,Con atención médica diaria y con especialidades y/o otras profesiones,Perón S/N Ruta 103,-27.4241791,-55.378753700000004
CAPS  CENTRO DE SALUD AGUILARES,Con atención médica general por lo menos 3 días de la semana,Alberdi y Avellaneda,-27.4239443,-65.62268110000002
CRECER (DISCAPACITADOS),Bajo riesgo con internación simple,RUTA NICOLÁS AVELLANEDA KM 12.1,-27.423547522142492,-58.95214319229126
C.A.P.S. - BARRIO LATINOAMERICA (MUNICIPAL),Con atención médica diaria y con especialidades y/o otras profesiones,Calle Potosí y Juana Azurduy,-27.423471,-55.934469000000036
CENTRO DE SALUD ENRIQUE ACERBO,Con atención médica diaria y con especialidades y/o otras profesiones,Planta Urbana S/N,-27.423449115549,-61.47754669189453
C.A.P.S. Nº 7 SESQUICENTENARIO,Con atención médica diaria y con especialidades y/o otras profesiones,Calle 166 e/ex Ruta 12 y la ruta Nacional 12 km.5 y 1/2. B° San Francisco,-27.42324,-55.89668
CENTRO DE ABORDAJE INTEGRAL DE CONSUMOS PROBLEMATICOS DE SUSTANCIAS,Mediano riesgo con internación con cuidados especiales,ALBERDI 151,-27.423047,-65.616703
UNIDAD PENAL N° 5 - MUJERES,Sistema de Atención extra hospitalaria,Villa Lanús,-27.42301422189386,-55.890841484069824
CENTRO INFECTOLOGICO,Con atención médica diaria y con especialidades y/o otras profesiones,Juan Bautista Alberdi 75,-27.4220975,-65.6167317
C.A.P.S. OTTO ROSBERG,Con atención médica general por lo menos 3 días de la semana,COLONIA MARTIRES,-27.42167,-55.378919999999994
C.A.P.S. Nº 26 LOMA POI - EBY A3-2,Con atención médica diaria y con especialidades y/o otras profesiones,Villa Lanús Manzana 15 Casa 26 - B° A 3 2,-27.4214654938487,-55.8860282599926
CENTRO DE SALUD RURAL CAZADORES CORRENTINOS,Sin atención médica en forma periódica (menor a 3 veces por semana),José Grela entre Marta Segovia y Gorgoño Ibarra,-27.4211254,-58.6257553
LABORATORIO DE ANALISIS CLINICOS ALARCON DE PAYES BEATRIZ ROSA,Laboratorio de Análisis Clínicos,Avda.Bustamante y Avila S/N,-27.420538151287104,-55.87646484375
HOSPITAL SAN JOSE DE MEDINAS,Bajo riesgo con internación simple,AVENIDA MITRE S/N° FRENTE A LA PLAZA DE LA COMUNA DE MEDINA,-27.4205169981939,-65.53708900000748
C.A.P.S. - BARRIO BELEN - POSADAS (MUNICIPAL),Con atención médica diaria y con especialidades y/o otras profesiones,Calle Nº 188 y pje Peatonal,-27.42042,-55.95905
POLICONSULTORIO (FEMECHACO),Con atención médica diaria y con especialidades y/o otras profesiones,AVENIDA ALVEAR 4520,-27.4203217,-59.03515190000002
CENTRO DE DIA-CRECER CON TODOS SRL,Centro de día,RUTA 11 KM 1007,-27.419925,-59.00579600000003
CIC DARIO MONTIEL,Con atención médica diaria y con especialidades y/o otras profesiones,BARRIO 444 VIVIENDAS MZ 63 CHACRA 46,-27.419681036988486,-59.0480375289917
CASAGRANDE FONTANA -ESTIMULACION TEMPRANA,Otros,SARMIENTO ESQ DIAGONAL CHUBUT VILLA ALLIN,-27.419445,-59.033567000000005
CAPS  ATAHONA,Con atención médica general por lo menos 3 días de la semana,Calle S/N entre SAN JUAN Y AV LARRALDE a 500 m de Ruta 157 alt. km 1175,-27.4188329981939,-65.28670200001159
C.A.P.S. SECCION IV,Sin atención médica en forma periódica (menor a 3 veces por semana),LOTE 142,-27.41874,-55.01543000000004
CIC SANTA ANA (EX SAPS INGENIO PRIMER CORRENTINO),Con atención médica general por lo menos 3 días de la semana,INGENIO PRIMER CORRENTINO - ZONA RURAL,-27.41823725960065,-58.625324248569086
POLICONSULTORIO (QUIROGA),Con atención médica diaria y con especialidades y/o otras profesiones,PASAJE LAPACHO 620,-27.4179,-59.03460999999999
C.A.P.S. - BARRIO SAN MARCOS (MUNICIPAL),Sin atención médica en forma periódica (menor a 3 veces por semana),Juan José Paso y calle 156,-27.417883456230648,-55.92105522751808
C.A.P.S. Nº 17 EL ZAIMAN,Con atención médica diaria y con especialidades y/o otras profesiones,Complejo Polideportivo Posadas,-27.41694,-55.90145
PUESTO SANITARIO MEDIA FLOR,Sin atención médica en forma periódica (menor a 3 veces por semana),RUTA 34 KM 5 (DESDE LA BANDA),-27.416684060744057,-64.3333428204005
PUESTO SANITARIO TAQUELLO (HOSP TERMAS),Con atención médica diaria y con especialidades y/o otras profesiones,Sin datos,-27.416643703657744,-64.816667854775
PUESTO SANITARIO YACU HURMANA (HOSP VILLA SALAVINA),Sin atención médica en forma periódica (menor a 3 veces por semana),Sobre Ruta 92 (Km. 98 desde el centro de Salavina),-27.41663,-63.35280999999998
PUESTO SANITARIO VACA HUAÑUNA (BANDERA BAJADA),Sin atención médica en forma periódica (menor a 3 veces por semana),RUTA PROVINCIAL Nº 2 - VACA HUAÑUNA,-27.416626679894442,-63.48332664369991
HOSPITAL LUIS FLEITAS,Bajo riesgo con internación simple,Salta 4550,-27.415838,-59.03124100000002
LABORATORIO DE ANALISIS CLINICOS BERGERO,Laboratorio de Análisis Clínicos,Colón 261,-27.4152672,-65.5198729
PUESTO SANITARIO (CAPITAL RURAL NORTE) RODEO DE SORIA,Sin atención médica en forma periódica (menor a 3 veces por semana),RUTA  NACIONAL 9 KM. 30 DESDE SANTIAGO,-27.41484,-64.34820000000002
C.A.P.S. Nº 21 INDEPENDENCIA,Con atención médica diaria y con especialidades y/o otras profesiones,Castro Barro entre J.J.Cabrera y Laprida  Nº 16 - Barrio Independencia,-27.41443,-55.9146
C.A.P.S N° 32 ITAEMBE MINI,Con guardia permanente,Avenida 147 y Avenida 170,-27.4141651,-55.95611450000001
CAPS JOSE ALPEROVICH,Con atención médica general por lo menos 3 días de la semana,LAS HERAS Y RIVADAVIA - FRENTE PLAZA PRINCIPAL.,-27.413766,-65.51642200000003
HOSPITAL LOS SARMIENTOS,Bajo riesgo con internación simple,9 DE JULIO S/N°,-27.413158,-65.69521400000002
UNIDADES MOVILES - GASODUCTO - EPC 5 - PROVINCIA DEL CHACO,Unidades de Atención Móviles,RUTA NACIONAL 16 KM 1.2,-27.4122467,-59.002704600000015
CENTRO DE DIA - FUNDACION CAMINO DE LAS MISIONES,Sin atención médica en forma periódica (menor a 3 veces por semana),COLOMBRES 3811,-27.4109202,-55.9161062
CLINICA ODONTOLOGICA CAMPUS UNIVERSITARIO,Con atención médica diaria y con especialidades y/o otras profesiones,Ruta 12,-27.4108507,-55.90206069999999
HOSPITAL NIVEL I ITAEMBE GUAZU,Bajo riesgo con internación simple,LAS ORQUIDEAS  10609  ITAEMBE GUAZU,-27.41019973011369,-55.983735084420516
CENTRO DE SALUD VILLA CRISTO REY,Con atención médica diaria y con especialidades y/o otras profesiones,ROTONDA RUTA 11 - KM 1008 - BARRIO VILLA CRISTO REY,-27.410176145944988,-58.998470306396484
CTRO. ODONTO. DR ROBERTO A. CHAS,Con atención médica diaria y con especialidades y/o otras profesiones,CH.148. M.I. Casa 31,-27.4100851,-55.9337844
CENTRO DE TRATAMIENTO DE RESIDUOS ESPECIALES (CETRE),Residuos Patológicos,Ruta 11 km 1008,-27.40804267124999,-59.0020751953125
CENTRO DE SALUD BARRIO MAPIC,Con atención médica diaria y con especialidades y/o otras profesiones,LOTE 126 - BARRIO MAPIC,-27.4070521154244,-58.98611068725586
EUROSALUD,Con atención médica diaria y con especialidades y/o otras profesiones,Libertad 311,-27.406632793309587,-55.90920951964108
C.A.P.S. Nº 11 CECILIA GRIERSSON,Con atención médica diaria y con especialidades y/o otras profesiones,Bianchi y jardín américa Ruta Provincial 213 - Residencia del Gobernador,-27.404585,-55.92632200000003
LABORATORIO DE ATENCION PRIMARIA DE LA SALUD - POSADAS,Laboratorio de Análisis Clínicos,Bianchi y Jardín América,-27.404585,-55.92632200000003
C.A.P.S. EL PROGRESO,Sin atención médica en forma periódica (menor a 3 veces por semana),Ruta 12 Colonia Aurora,-27.401019841561855,-54.44987706842312
PUESTO SANITARIO (BANDA RURAL NORTE) LOS ARDILES,Sin atención médica en forma periódica (menor a 3 veces por semana),LOS ARDILES,-27.399992362176828,-64.49999919533184
C.A.P.S. DOS DE ABRIL (MUNICIPAL),Con atención médica general por lo menos 3 días de la semana,CALLE 122 ENTRE CALLE 111 Y 115 -  CHACRA 236,-27.398921364347636,-55.934907495975494
HOSPITAL DE REHABILITACION EN SALUD MENTAL - DR. RAMON CARRILLO,Bajo riesgo con internación simple,AV QUARANTA RUTA 12 Sin Numero,-27.3986666667,-55.952066666700034
HOSPITAL DE ENFERMEDADES TRANSMISIBLES - DR. PEDRO BALIÑA,Bajo riesgo con internación simple,AV. QUARANTA RUTA 12 Sin Número Y AVDA 147,-27.39865,-55.951813000000016
PUESTO SANITARIO PAMPA MUYOJ (HOSP COLONIA EL SIMBOLAR),Con atención médica general por lo menos 3 días de la semana,PAMPA MUYOJ,-27.39809,-63.18090000000001
C.A.P.S. Nº 12 VILLA FLOR,Con atención médica diaria y con especialidades y/o otras profesiones,Hungría 5355,-27.39782,-55.89732
C.A.P.S. - BARRIO LAS ROSAS (MUNICIPAL),Con atención médica diaria y con especialidades y/o otras profesiones,Calle Zabala y Japón CH 77,-27.397663365402718,-55.923644400399915
UNIDAD DE SALUD PARA INIMPUTABLES,Bajo riesgo con internación simple,CHACRA 257- PREDIO HOSPITAL BALIÑA,-27.397344,-55.952074
C.A.P.S. Nº 29 CHACRA 32-33,Con atención médica diaria y con especialidades y/o otras profesiones,Gómez Portinho casi Andresito - Chacra 32-33,-27.39665041737709,-55.90677410765688
LABORATORIO DE ANALISIS CLINICOS PONS DE CIEJOVICZ ELENA RAQUEL,Laboratorio de Análisis Clínicos,Avenida General Lavalle 5234,-27.3954065,-55.909087699999986
C.A.P.S. Nº 15 ALTA GRACIA,Con atención médica diaria y con especialidades y/o otras profesiones,tomas guido y Avenida Cmte. Andresito,-27.395283254869398,-55.916865532127396
HOGAR DE DIA POSADAS,Con atención médica diaria y con especialidades y/o otras profesiones,LOPEZ TORRES Y COMANDANTE ROSALES,-27.394859931994088,-55.89689254760742
CENTRO ASISTENCIAL  POSADAS,Bajo riesgo con internación simple,Comandante  Rosales 1648,-27.3947763,-55.897017800000015
VACUNATORIO OBRA SOCIAL DE CONDUCTORES CAMIONEROS,Vacunatorios,Avenida Bustamante Nº2991,-27.39370732008298,-55.90965986251831
CENTRO DE SALUD PAMPA LANDRIEL,Sin atención médica en forma periódica (menor a 3 veces por semana),ZONA RURAL-PAMPA LANDRIEL,-27.39351,-61.10133999999999
HOGAR DE ANCIANOS AGUSTIN LIARTE,Bajo riesgo con internación simple,Estado de Israel 45,-27.3926315,-55.89895689999997
C.A.P.S SAN BENITO,Con atención médica diaria y con especialidades y/o otras profesiones,Calle 135 CASI ANDRESITO CHACRA Nº247,-27.39243,-55.94441
VACUNATORIO CENTRO DE VIGILANCIA Y CONTROL AEREO POSADAS,Vacunatorios,ACCESO NEMESIO  PARMA S/N AEROPUERTO ZONA OPERATIVA,-27.391061,-55.97525400000001
BANCO DE SANGRE TEJIDOS Y BIOLOGICOS,Bancos de Sangre,Cabred 1199-1299,-27.3908234,-55.893436399999985
INSTITUTO DE GENETICA HUMANA,Laboratorio de Análisis Clínicos,Avenida López Torres,-27.3908125,-55.89331770000001
LABORATORIO DE ALTA COMPLEJIDAD DE MISIONES,Laboratorio de Análisis Clínicos,Avenida López Torres 1177,-27.3905174,-55.89316789999998
C.A.P.S. Nº 28 BARRIO TACURU,Con atención médica diaria y con especialidades y/o otras profesiones,SORIA 4653 CASI ITUZAINGO,-27.38908004495012,-55.92142310793457
PUESTO SANITARIO YAHAPE,Sin atención médica en forma periódica (menor a 3 veces por semana),"ACCESO VECINAL - RUTA NAC 12, KM 1151",-27.388534707112818,-57.7001953125
CONSULTORIO ODONTOLOGICO DRES. CABRAL - MARTINEZ,Con atención médica diaria y con especialidades y/o otras profesiones,Avenida General Lavalle 4415,-27.3884426,-55.907958399999984
CLINICA ARANDU S.R.L.,Bajo riesgo con internación simple,Yerbal 4522,-27.3877319,-55.8994591
CAPS JESUS GUERRERO,Con atención médica general por lo menos 3 días de la semana,RUTA 331 KM. 10 LA TIPA,-27.387620186831892,-65.75180053710938
EUROSALUD,Con atención médica diaria y con especialidades y/o otras profesiones,Santa Fé 144,-27.38716863971252,-55.912515878808335
EMERG. CELSO. SERVICIO MEDICO,Unidades de Atención Móviles,Cabred C/ Rademacher,-27.385143323095242,-55.89487552642822
HOSPITAL ESCUELA DE AGUDOS DR. RAMON MADARIAGA.   NIVEL III,Alto riesgo con terapia intensiva,AV. MARCONI 3736,-27.384914686723146,-55.89189291000366
UNIDAD CENTRAL DE TRASLADOS (RED DE TRASLADOS MISIONES),Sistema de Atención extra hospitalaria,Ruta Nacional 12 y avenida 147,-27.384876580615188,-55.89101314544678
C.A.P.S. Nº 16 SANTA RITA,Con atención médica general por lo menos 3 días de la semana,AVENIDA CHACABUCO Y AVENIDA MONSEÑOR DE ANDREA,-27.38458,-55.93812
CONSULTORIOS EXTERNOS ZONA CAPITAL,Sistema de Atención extra hospitalaria,LOPEZ TORRES 3700,-27.3841945,-55.89234099999999
LABORATORIO DE ANALISIS CLINICOS EPELBAUM MAURICIO MARIO,Laboratorio de Análisis Clínicos,Ameghino 1410,-27.3840679,-55.89352859999997
HOSPITAL MATERNO NEONATAL NIVEL III,Alto riesgo con terapia intensiva especializada,Av. Marconi 3464,-27.383733391271598,-55.89118480682373
PUESTO SANITARIO VINARA (HOSP TERMAS),Con atención médica diaria y con especialidades y/o otras profesiones,CALLE CAMINO AL ALTO  PERÚ S/N,-27.383317195967447,-64.86666253208568
PUESTO SANITARIO MISTOL MUYOJ,Sin atención médica en forma periódica (menor a 3 veces por semana),MISTOL MUYOJ RUTA 9 60 KM AL NORTE DE SGO CAPITAL - DPTO GUASAYAN,-27.3833,-64.63999999999999
PUESTO SANITARIO INVERNADA SUR (BANDERA BAJADA),Sin atención médica en forma periódica (menor a 3 veces por semana),RUTA 5 KM 100. A 300 MTS DE LA RUTA. CALLE S/NOMBR - INVERNADA SUR,-27.383,-63.466999999999985
CENTRO ODONTOLOGICO DE ATENCION,Con atención médica diaria y con especialidades y/o otras profesiones,Rademacher y Bonpland,-27.38245300494723,-55.89595270183054
LABORATORIO DE ANALISIS CLINICOS ORTEGA PABLO EDMUNDO,Laboratorio de Análisis Clínicos,Policlínico de la Ciudad,-27.382132906341152,-55.910797119140625
CAPS SAN RAMON (EX POSTA SANITARIA DR. FAVALORO),Con atención médica diaria y con especialidades y/o otras profesiones,Ruta 329 San Ramon,-27.382125602526564,-65.5516004562378
HOSPITAL DE PEDIATRIA DE AUTOGESTION NIVEL III DR. FERNANDO BARREYRO,Alto riesgo con terapia intensiva,Avenida Mariano Moreno 110,-27.3816647,-55.89025349999997
CONSULTORIO ODONTOLOGICO DRES. MARTIN Y SOSA,Con atención médica diaria y con especialidades y/o otras profesiones,Chacra 149. Centro Comercial- Local 03,-27.38152319170504,-55.91560363769531
CENTRO DE SALUD BARRIO ABORIGEN,Sin atención médica en forma periódica (menor a 3 veces por semana),PUERTO TIROL- BARRIO ABORIGEN,-27.380722936145208,-59.08550262451172
PUESTO SANITARIO HUYAMAMPA (CLODOMIRA),Con atención médica diaria y con especialidades y/o otras profesiones,RUTA NACIONAL 34 KM 37 (DESDE LA BANDA),-27.38067113368849,-64.2919912040179
CENTRO DE SALUD PUERTO BASTIANI,Sin atención médica en forma periódica (menor a 3 veces por semana),ZONA RURAL,-27.380646721028068,-59.08554553985596
CENTRO DE SALUD LOS AROMOS,Sin atención médica en forma periódica (menor a 3 veces por semana),ZONA RURAL,-27.380570505858408,-59.08554553985596
LABORATORIO DE ANALISIS CLINICOS FERNANDEZ JULIO ARGENTINO,Laboratorio de Análisis Clínicos,Avda. Libertador S/N,-27.3805599,-55.918533300000036
POLICONSULTORIO,Con atención médica diaria y con especialidades y/o otras profesiones,JULIO A ROCA SIN NUMERO,-27.38037996770455,-59.08545970916748
